book_imbalance,mid_price,timestamp
15209752.73652181,38025500.0,2022-05-22 02:41:05.403775
15173117.224415403,37932900.0,2022-05-22 02:41:10.364072
15172808.933566889,37931800.0,2022-05-22 02:41:15.322677
15172969.878443021,37932100.0,2022-05-22 02:41:20.272680
15209752.73652181,38025500.0,2022-05-22 02:41:25.233501
15173820.289762318,37934800.0,2022-05-22 02:41:30.190138
15173577.266761199,37933900.0,2022-05-22 02:41:35.158848
15173551.85965332,37933800.0,2022-05-22 02:41:40.116939
15209752.73652181,38025500.0,2022-05-22 02:41:45.074549
15173542.849810058,37933800.0,2022-05-22 02:41:50.034564
15173292.67819548,37933000.0,2022-05-22 02:41:54.989416
15209752.73652181,38025500.0,2022-05-22 02:41:59.951495
15176070.95298013,37940000.0,2022-05-22 02:42:04.911314
15176694.522334483,37941800.0,2022-05-22 02:42:09.865893
15174017.222599316,37934900.0,2022-05-22 02:42:14.822930
15173965.845551744,37934800.0,2022-05-22 02:42:19.778726
15173983.965860188,37935200.0,2022-05-22 02:42:24.734013
15173801.52630363,37934600.0,2022-05-22 02:42:29.708323
15173801.49796534,37934600.0,2022-05-22 02:42:34.662631
15173801.49796534,37934600.0,2022-05-22 02:42:39.618173
15173763.222476602,37934500.0,2022-05-22 02:42:44.576130
15173769.14887008,37934500.0,2022-05-22 02:42:49.537611
15173798.957982093,37934600.0,2022-05-22 02:42:54.495001
15173798.968348976,37934600.0,2022-05-22 02:42:59.461185
15173798.16552556,37934600.0,2022-05-22 02:43:04.419789
15174316.905540729,37935600.0,2022-05-22 02:43:09.375621
15172926.466509033,37930500.0,2022-05-22 02:43:14.331187
15172963.91246039,37931900.0,2022-05-22 02:43:19.288259
15172714.51592726,37931700.0,2022-05-22 02:43:24.243641
15172753.372319032,37931500.0,2022-05-22 02:43:29.216079
15171589.416014368,37929600.0,2022-05-22 02:43:34.180401
15171670.860743612,37929800.0,2022-05-22 02:43:39.138659
15171774.08970651,37929800.0,2022-05-22 02:43:44.103850
